,Model,Fold,Test_Experiment,Accuracy,F1_Positive,Precision_Positive,Recall_Positive,F1_Macro,AUC,Features_K,Best_Params
69,XGB,29,29,0.691,0.6927,0.8052,0.6078,0.691,0.7405,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 137, 'clf__max_depth': 6, 'clf__learning_rate': 0.013691998201557243, 'clf__subsample': 0.8337811269337192, 'clf__colsample_bytree': 0.6309288448664119, 'clf__min_child_weight': 4, 'clf__gamma': 2.7436159897142733, 'clf__reg_alpha': 0.6728848933832177, 'clf__reg_lambda': 1.9133121363806618}"
70,XGB,30,30,0.4713,0.5019,1.0,0.3351,0.4693,0.7333,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 267, 'clf__max_depth': 3, 'clf__learning_rate': 0.011922677251699427, 'clf__subsample': 0.6178226459797921, 'clf__colsample_bytree': 0.6252120199137661, 'clf__min_child_weight': 8, 'clf__gamma': 0.9944457094183332, 'clf__reg_alpha': 1.5561776720601321, 'clf__reg_lambda': 1.4657022005692921}"
71,XGB,31,31,0.6784,0.5287,0.4381,0.6667,0.6423,0.7197,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 302, 'clf__max_depth': 3, 'clf__learning_rate': 0.010128612265397713, 'clf__subsample': 0.9766586126675559, 'clf__colsample_bytree': 0.8229880486655918, 'clf__min_child_weight': 10, 'clf__gamma': 0.9450828307566871, 'clf__reg_alpha': 1.6075879109429771, 'clf__reg_lambda': 1.477841717195713}"
72,XGB,32,32,0.669,0.5714,0.4324,0.8421,0.6509,0.7853,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 124, 'clf__max_depth': 10, 'clf__learning_rate': 0.015527332312857026, 'clf__subsample': 0.6778663248144908, 'clf__colsample_bytree': 0.6156043954538478, 'clf__min_child_weight': 4, 'clf__gamma': 2.357761253352471, 'clf__reg_alpha': 1.728190441727462, 'clf__reg_lambda': 0.019989855295389693}"
73,XGB,33,33,0.3707,0.0395,0.0526,0.0316,0.2858,0.3433,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 211, 'clf__max_depth': 3, 'clf__learning_rate': 0.010643636120277711, 'clf__subsample': 0.6546222785562366, 'clf__colsample_bytree': 0.7920658600773169, 'clf__min_child_weight': 8, 'clf__gamma': 0.7099109987993372, 'clf__reg_alpha': 0.11853710529009942, 'clf__reg_lambda': 0.35492877366837455}"
74,XGB,34,34,0.746,0.1724,0.1923,0.1562,0.5112,0.7842,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 121, 'clf__max_depth': 7, 'clf__learning_rate': 0.016425334518283388, 'clf__subsample': 0.7030245499088724, 'clf__colsample_bytree': 0.8696729696537576, 'clf__min_child_weight': 4, 'clf__gamma': 2.6406942644959908, 'clf__reg_alpha': 0.3751553040998224, 'clf__reg_lambda': 1.9692138797257521}"
75,XGB,35,35,0.2907,0.1957,0.7714,0.112,0.2807,0.3985,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 73, 'clf__max_depth': 3, 'clf__learning_rate': 0.03934960609978538, 'clf__subsample': 0.7255741931035944, 'clf__colsample_bytree': 0.7478002226309627, 'clf__min_child_weight': 6, 'clf__gamma': 2.5189405501140265, 'clf__reg_alpha': 1.072243686377291, 'clf__reg_lambda': 1.3800271782693632}"
76,XGB,36,36,0.6771,0.7365,0.583,1.0,0.6598,0.8976,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 308, 'clf__max_depth': 3, 'clf__learning_rate': 0.010086188389090369, 'clf__subsample': 0.793619119251011, 'clf__colsample_bytree': 0.7754699943056819, 'clf__min_child_weight': 10, 'clf__gamma': 1.1059506640047432, 'clf__reg_alpha': 1.81751216703418, 'clf__reg_lambda': 0.9801978352797053}"
77,XGB,37,37,0.6485,0.7212,0.5639,1.0,0.6229,0.8179,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 254, 'clf__max_depth': 3, 'clf__learning_rate': 0.010538577144986232, 'clf__subsample': 0.6235408121244664, 'clf__colsample_bytree': 0.9379355648418114, 'clf__min_child_weight': 8, 'clf__gamma': 4.166351674343776, 'clf__reg_alpha': 1.1404992136340832, 'clf__reg_lambda': 1.0453799927113179}"
78,XGB,38,38,0.8592,0.8945,0.8542,0.9389,0.8414,0.9413,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 128, 'clf__max_depth': 3, 'clf__learning_rate': 0.019942271977919982, 'clf__subsample': 0.8442607286049512, 'clf__colsample_bytree': 0.7276766986350172, 'clf__min_child_weight': 2, 'clf__gamma': 4.690759525354538, 'clf__reg_alpha': 1.4328696103746419, 'clf__reg_lambda': 1.6769507285855625}"
79,XGB,39,39,0.7747,0.8367,0.8268,0.8468,0.7369,0.8327,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 112, 'clf__max_depth': 7, 'clf__learning_rate': 0.016511314391199756, 'clf__subsample': 0.8976001045669916, 'clf__colsample_bytree': 0.6482001978240293, 'clf__min_child_weight': 9, 'clf__gamma': 4.529723219143087, 'clf__reg_alpha': 1.473601029167654, 'clf__reg_lambda': 0.7750199580276236}"
80,XGB,40,40,0.863,0.5305,0.4353,0.6789,0.7251,0.904,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 168, 'clf__max_depth': 3, 'clf__learning_rate': 0.013814667861857888, 'clf__subsample': 0.619523691071275, 'clf__colsample_bytree': 0.933418492682339, 'clf__min_child_weight': 2, 'clf__gamma': 3.3971053585749695, 'clf__reg_alpha': 0.9122042124594724, 'clf__reg_lambda': 0.7273842107525689}"
81,XGB,41,41,0.7164,0.7833,0.6867,0.9115,0.6866,0.7222,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 182, 'clf__max_depth': 3, 'clf__learning_rate': 0.014064671742647967, 'clf__subsample': 0.7125472634316612, 'clf__colsample_bytree': 0.7687272701799843, 'clf__min_child_weight': 2, 'clf__gamma': 0.6650415888578934, 'clf__reg_alpha': 1.5531309096024426, 'clf__reg_lambda': 0.9434149221024725}"
82,DT,1,1,0.5865,0.4432,0.7647,0.312,0.5572,0.6965,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 3, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}"
83,DT,2,2,0.6885,0.6667,0.5089,0.9661,0.6872,0.8202,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 4, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 5, 'clf__max_features': 'log2', 'clf__splitter': 'best', 'clf__class_weight': None}"
84,DT,3,3,0.7273,0.6316,0.4932,0.878,0.7075,0.7897,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
85,DT,4,4,0.7545,0.7463,0.7143,0.7812,0.7543,0.8105,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}"
86,DT,5,5,0.6763,0.6889,0.775,0.62,0.6758,0.6997,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 3, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 8, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': 'balanced'}"
87,DT,6,6,0.7756,0.6747,0.6176,0.7434,0.7517,0.7668,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 2, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
88,DT,7,7,0.8326,0.8173,0.8095,0.8252,0.8314,0.8622,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 3, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}"
89,DT,8,8,0.6729,0.7368,0.6282,0.8909,0.6524,0.7077,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 2, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
90,DT,9,9,0.7615,0.7832,0.84,0.7336,0.7591,0.8195,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 3, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}"
91,DT,10,10,0.8235,0.8367,0.8295,0.8439,0.8224,0.8177,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 4, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': 'balanced'}"
92,DT,11,11,0.4031,0.412,0.3077,0.6234,0.4029,0.4318,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
93,DT,12,12,0.3038,0.3529,0.282,0.4717,0.2998,0.3138,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 9, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
94,DT,13,13,0.6185,0.3537,0.5652,0.2574,0.5415,0.6971,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 3, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}"
95,DT,14,14,0.5949,0.4569,0.8983,0.3064,0.5669,0.7486,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 3, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}"
96,DT,15,15,0.84,0.8938,1.0,0.808,0.7847,0.924,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 8, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': None}"
97,DT,16,16,0.8041,0.8633,0.8276,0.9023,0.7589,0.7553,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
98,DT,17,17,0.5678,0.5057,0.5789,0.449,0.5609,0.6464,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 10, 'clf__max_features': 'log2', 'clf__splitter': 'best', 'clf__class_weight': None}"
99,DT,18,18,0.7957,0.6713,0.5053,1.0,0.7615,0.8981,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 4, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
100,DT,19,19,0.7126,0.6269,0.4615,0.9767,0.6966,0.8071,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
101,DT,20,20,0.6331,0.6125,0.5833,0.6447,0.6321,0.6322,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 3, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 8, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': 'balanced'}"
102,DT,21,21,0.6284,0.6667,0.5,1.0,0.6235,0.8564,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 4, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 8, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': 'balanced'}"
103,DT,22,22,0.6114,0.4886,0.3233,1.0,0.5876,0.8431,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 3, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 8, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': 'balanced'}"
104,DT,23,23,0.8926,0.9286,0.8802,0.9826,0.856,0.83,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 3, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 1, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}"
105,DT,24,24,0.5831,0.5914,0.4341,0.9271,0.5829,0.7788,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
106,DT,25,25,0.7797,0.692,0.9174,0.5556,0.7603,0.9173,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 4, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 4, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': 'balanced'}"
107,DT,26,26,0.8171,0.625,0.5,0.8333,0.752,0.8666,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 1, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
108,DT,27,27,0.7132,0.5979,0.4264,1.0,0.6875,0.8177,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 5, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': None}"
109,DT,28,28,0.8739,0.9007,0.8301,0.9845,0.8639,0.8539,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 2, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': None}"
110,DT,29,29,0.6685,0.6974,0.7312,0.6667,0.6655,0.6777,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 3, 'clf__min_samples_split': 4, 'clf__min_samples_leaf': 8, 'clf__max_features': 'log2', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
111,DT,30,30,0.623,0.6954,0.9722,0.5412,0.6004,0.7708,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 10, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
112,DT,31,31,0.6157,0.5051,0.3876,0.7246,0.5955,0.6795,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
113,DT,32,32,0.6483,0.4,0.3617,0.4474,0.5756,0.7023,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 3, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 5, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}"
114,DT,33,33,0.5603,0.0192,0.1111,0.0105,0.3679,0.3845,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 3, 'clf__min_samples_split': 6, 'clf__min_samples_leaf': 4, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}"
115,DT,34,34,0.7672,0.4054,0.3571,0.4688,0.6303,0.7905,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 3, 'clf__min_samples_split': 6, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
116,DT,35,35,0.2588,0.2883,0.5529,0.195,0.2575,0.3459,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 6, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': 'balanced'}"
117,DT,36,36,0.6632,0.7283,0.5727,1.0,0.6427,0.7738,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 6, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': 'balanced'}"
118,DT,37,37,0.6,0.6901,0.5326,0.98,0.563,0.6753,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 4, 'clf__min_samples_split': 4, 'clf__min_samples_leaf': 10, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}"
119,DT,38,38,0.8204,0.8514,0.8983,0.8092,0.8122,0.869,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 3, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}"
120,DT,39,39,0.8132,0.8731,0.8125,0.9435,0.7595,0.7394,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 9, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
121,DT,40,40,0.8421,0.4345,0.3671,0.5321,0.6713,0.8005,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
122,DT,41,41,0.6965,0.7426,0.7097,0.7788,0.6865,0.7514,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 4, 'clf__min_samples_split': 13, 'clf__min_samples_leaf': 6, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}"
123,RF,MEAN,ALL,0.6962,0.635,0.6283,0.7195,0.6683,0.7881,N/A,N/A
124,RF,STD,ALL,0.1372,0.2044,0.2253,0.2726,0.1414,0.1643,N/A,N/A
125,XGB,MEAN,ALL,0.6815,0.5942,0.6336,0.6423,0.648,0.7817,N/A,N/A
126,XGB,STD,ALL,0.1354,0.2034,0.2201,0.2881,0.138,0.1581,N/A,N/A
127,DT,MEAN,ALL,0.6841,0.6243,0.6139,0.7174,0.6524,0.7407,N/A,N/A
128,DT,STD,ALL,0.1399,0.1949,0.2183,0.2595,0.1395,0.144,N/A,N/A
