,Model,Fold,Test_Experiment,Accuracy,F1_Positive,Precision_Positive,Recall_Positive,F1_Macro,AUC,Features_K,Best_Params
70,XGB,30,30,0.625,0.6897,1.0,0.5263,0.608,0.8105,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 164, 'clf__max_depth': 6, 'clf__learning_rate': 0.046723995653646884, 'clf__subsample': 0.8083098710823264, 'clf__colsample_bytree': 0.6331036942551765, 'clf__min_child_weight': 7, 'clf__gamma': 4.465727112471931, 'clf__reg_alpha': 1.1376712828678082, 'clf__reg_lambda': 0.16594516756403513}"
71,XGB,31,31,0.76,0.5714,0.5714,0.5714,0.7024,0.7857,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 171, 'clf__max_depth': 8, 'clf__learning_rate': 0.030870349614477592, 'clf__subsample': 0.9209160830404864, 'clf__colsample_bytree': 0.9008655681584304, 'clf__min_child_weight': 2, 'clf__gamma': 2.8290624958268316, 'clf__reg_alpha': 1.8889105193811084, 'clf__reg_lambda': 0.4448128245207013}"
72,XGB,32,32,0.5,0.4615,0.3333,0.75,0.4974,0.525,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 420, 'clf__max_depth': 9, 'clf__learning_rate': 0.03708535075277872, 'clf__subsample': 0.8435833121598418, 'clf__colsample_bytree': 0.8501381218103035, 'clf__min_child_weight': 3, 'clf__gamma': 4.520707297321064, 'clf__reg_alpha': 1.9935926153822223, 'clf__reg_lambda': 1.263177430642803}"
73,XGB,33,33,0.5217,0.0,0.0,0.0,0.3429,0.3889,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 364, 'clf__max_depth': 11, 'clf__learning_rate': 0.07849284654138702, 'clf__subsample': 0.8225815429890693, 'clf__colsample_bytree': 0.6906114398889786, 'clf__min_child_weight': 2, 'clf__gamma': 4.081502516363194, 'clf__reg_alpha': 0.5398064320570615, 'clf__reg_lambda': 1.4924705259277542}"
74,XGB,34,34,0.8947,0.5,1.0,0.3333,0.7206,0.8958,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 210, 'clf__max_depth': 5, 'clf__learning_rate': 0.06333268775321842, 'clf__subsample': 0.6563696899899051, 'clf__colsample_bytree': 0.9208787923016158, 'clf__min_child_weight': 1, 'clf__gamma': 4.9344346830025865, 'clf__reg_alpha': 1.5444895385933148, 'clf__reg_lambda': 0.3974313630683448}"
75,XGB,35,35,0.2903,0.1538,1.0,0.0833,0.2714,0.3333,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 215, 'clf__max_depth': 6, 'clf__learning_rate': 0.012418078567419631, 'clf__subsample': 0.7212371052833857, 'clf__colsample_bytree': 0.6254168455538472, 'clf__min_child_weight': 2, 'clf__gamma': 4.11911488561016, 'clf__reg_alpha': 0.583758470510616, 'clf__reg_lambda': 1.1793305833161274}"
76,XGB,36,36,0.6897,0.7273,0.5714,1.0,0.6836,0.9167,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 185, 'clf__max_depth': 4, 'clf__learning_rate': 0.013056286396947716, 'clf__subsample': 0.8797618480042526, 'clf__colsample_bytree': 0.6831527366233432, 'clf__min_child_weight': 2, 'clf__gamma': 2.854724861539851, 'clf__reg_alpha': 1.5023493293336934, 'clf__reg_lambda': 0.39411554405069604}"
77,XGB,37,37,0.6061,0.6829,0.5185,1.0,0.5815,0.8233,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 171, 'clf__max_depth': 3, 'clf__learning_rate': 0.013844181609708723, 'clf__subsample': 0.799417518215348, 'clf__colsample_bytree': 0.8735711971291317, 'clf__min_child_weight': 2, 'clf__gamma': 4.696474432249831, 'clf__reg_alpha': 1.9985985663189536, 'clf__reg_lambda': 1.4458397833620276}"
78,XGB,38,38,0.9048,0.9286,0.8667,1.0,0.8929,1.0,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 101, 'clf__max_depth': 12, 'clf__learning_rate': 0.01593153266245833, 'clf__subsample': 0.6017353747888363, 'clf__colsample_bytree': 0.8536051970294886, 'clf__min_child_weight': 9, 'clf__gamma': 3.432667854814463, 'clf__reg_alpha': 1.1823980749543699, 'clf__reg_lambda': 0.237434777602744}"
79,XGB,39,39,0.8889,0.9231,0.8571,1.0,0.8615,0.9167,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 344, 'clf__max_depth': 12, 'clf__learning_rate': 0.025312265656379635, 'clf__subsample': 0.923972947276045, 'clf__colsample_bytree': 0.9009025593333467, 'clf__min_child_weight': 7, 'clf__gamma': 4.0931137112168745, 'clf__reg_alpha': 1.7674054028503736, 'clf__reg_lambda': 1.792095061838735}"
80,XGB,40,40,0.8854,0.3529,0.4286,0.3,0.645,0.9233,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 181, 'clf__max_depth': 7, 'clf__learning_rate': 0.012561251636233079, 'clf__subsample': 0.8378952403781701, 'clf__colsample_bytree': 0.7740072974660847, 'clf__min_child_weight': 9, 'clf__gamma': 4.186906294441081, 'clf__reg_alpha': 1.9868542996852108, 'clf__reg_lambda': 1.6960947817135832}"
81,XGB,41,41,0.7,0.75,0.6923,0.8182,0.6875,0.8586,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 69, 'clf__max_depth': 9, 'clf__learning_rate': 0.023303348068913838, 'clf__subsample': 0.9797078988655968, 'clf__colsample_bytree': 0.6336646220558811, 'clf__min_child_weight': 7, 'clf__gamma': 1.75181673881778, 'clf__reg_alpha': 1.7286695561333474, 'clf__reg_lambda': 0.2296881792733606}"
82,DT,1,1,0.7083,0.7407,0.6667,0.8333,0.7037,0.7153,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
83,DT,2,2,0.7222,0.7059,0.5455,1.0,0.7214,0.7917,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 1, 'clf__min_samples_split': 4, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
84,DT,3,3,0.5484,0.5333,0.3636,1.0,0.5479,0.6957,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 3, 'clf__max_features': 'log2', 'clf__splitter': 'random', 'clf__class_weight': None}"
85,DT,4,4,0.8214,0.8387,0.7222,1.0,0.8194,0.8333,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 4, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
86,DT,5,5,0.7647,0.7778,0.7778,0.7778,0.7639,0.7639,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 9, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}"
87,DT,6,6,0.8056,0.6667,0.7,0.6364,0.7647,0.7309,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
88,DT,7,7,0.8261,0.8182,0.75,0.9,0.8258,0.8923,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
89,DT,8,8,0.7143,0.7857,0.6471,1.0,0.6786,0.7,81,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 8, 'clf__max_features': 'log2', 'clf__splitter': 'best', 'clf__class_weight': None}"
90,DT,9,9,0.5897,0.5,0.8,0.3636,0.5761,0.7353,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}"
91,DT,10,10,0.8438,0.8571,0.8333,0.8824,0.8424,0.8608,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 9, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
92,DT,11,11,0.4565,0.5455,0.3846,0.9375,0.4349,0.5687,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': None}"
93,DT,12,12,0.4615,0.087,0.1429,0.0625,0.3526,0.2459,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 2, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': None}"
94,DT,13,13,0.68,0.6,0.6,0.6,0.6667,0.7533,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 4, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': None}"
95,DT,14,14,0.5806,0.6286,0.6471,0.6111,0.5735,0.5406,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 3, 'clf__min_samples_leaf': 9, 'clf__max_features': 'log2', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
96,DT,15,15,0.6,0.6667,1.0,0.5,0.5833,0.9167,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 8, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}"
97,DT,16,16,0.5789,0.6667,0.7273,0.6154,0.5476,0.6538,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}"
98,DT,17,17,0.55,0.5714,0.5455,0.6,0.5489,0.6,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': None}"
99,DT,18,18,0.7826,0.0,0.0,0.0,0.439,0.8194,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 1, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}"
100,DT,19,19,0.6471,0.625,0.4545,1.0,0.6458,0.8333,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
101,DT,20,20,0.6471,0.6667,0.6,0.75,0.6458,0.6528,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 8, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': None}"
102,DT,21,21,0.6667,0.7,0.5385,1.0,0.6625,0.7273,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 6, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': None}"
103,DT,22,22,0.625,0.4828,0.3182,1.0,0.5943,0.7727,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 3, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
104,DT,23,23,0.9167,0.9412,0.9412,0.9412,0.8992,0.9202,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 10, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}"
105,DT,24,24,0.7241,0.6923,0.5294,1.0,0.7212,0.8,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 3, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
106,DT,25,25,0.8,0.7143,1.0,0.5556,0.7802,0.8056,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 9, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}"
107,DT,26,26,0.8788,0.75,0.6,1.0,0.835,0.9259,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 6, 'clf__min_samples_leaf': 6, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': None}"
108,DT,27,27,0.8209,0.7,0.5385,1.0,0.7862,0.8868,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 10, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}"
109,DT,28,28,0.8182,0.8571,0.8,0.9231,0.8036,0.812,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}"
110,DT,29,29,0.6667,0.6667,0.75,0.6,0.6667,0.675,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 1, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': None}"
111,DT,30,30,0.6667,0.8,0.7619,0.8421,0.4,0.4211,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 1, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': None}"
112,DT,31,31,0.84,0.6667,0.8,0.5714,0.7807,0.7183,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}"
113,DT,32,32,0.5714,0.25,0.25,0.25,0.475,0.55,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 10, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}"
114,DT,33,33,0.5217,0.0,0.0,0.0,0.3429,0.373,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 3, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}"
115,DT,34,34,0.7895,0.5,0.4,0.6667,0.6833,0.8229,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}"
116,DT,35,35,0.3871,0.4242,0.7778,0.2917,0.3845,0.4524,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 9, 'clf__min_samples_leaf': 1, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
117,DT,36,36,0.6207,0.6857,0.5217,1.0,0.6037,0.875,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}"
118,DT,37,37,0.5455,0.6512,0.4828,1.0,0.4995,0.6053,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 5, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}"
119,DT,38,38,0.9048,0.9286,0.8667,1.0,0.8929,0.875,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}"
120,DT,39,39,0.7778,0.8571,0.75,1.0,0.6786,0.6667,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 8, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
121,DT,40,40,0.8854,0.2667,0.4,0.2,0.6023,0.7616,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}"
122,DT,41,41,0.5,0.6667,0.5263,0.9091,0.3333,0.6111,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 1, 'clf__max_features': 'log2', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
123,RF,MEAN,ALL,0.6937,0.6139,0.6545,0.6927,0.6604,0.7923,N/A,N/A
124,RF,STD,ALL,0.1516,0.2262,0.2453,0.3119,0.1571,0.1717,N/A,N/A
125,XGB,MEAN,ALL,0.6944,0.6007,0.6542,0.6491,0.6555,0.7874,N/A,N/A
126,XGB,STD,ALL,0.1548,0.2266,0.2443,0.3037,0.1567,0.1865,N/A,N/A
127,DT,MEAN,ALL,0.6892,0.6215,0.5966,0.7273,0.6368,0.7161,N/A,N/A
128,DT,STD,ALL,0.1362,0.2259,0.238,0.3084,0.1564,0.1559,N/A,N/A
