,Model,Fold,Test_Experiment,Accuracy,F1_Positive,Precision_Positive,Recall_Positive,F1_Macro,AUC,Features_K,Best_Params
70,XGB,30,30,0.6923,0.7895,0.8824,0.7143,0.609,0.7259,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 391, 'clf__max_depth': 4, 'clf__learning_rate': 0.02962536148184956, 'clf__subsample': 0.7760534669244126, 'clf__colsample_bytree': 0.9003720468698121, 'clf__min_child_weight': 2, 'clf__gamma': 4.574684275018124, 'clf__reg_alpha': 0.6468482268451144, 'clf__reg_lambda': 1.7314376022379252}"
71,XGB,31,31,0.6585,0.4615,0.4138,0.5217,0.6058,0.7384,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 56, 'clf__max_depth': 8, 'clf__learning_rate': 0.04470516282454398, 'clf__subsample': 0.8883114576787073, 'clf__colsample_bytree': 0.6279874235786125, 'clf__min_child_weight': 4, 'clf__gamma': 2.674237820936617, 'clf__reg_alpha': 0.9037722556976536, 'clf__reg_lambda': 0.4799866770425384}"
72,XGB,32,32,0.6,0.5909,0.4194,1.0,0.5998,0.8341,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 177, 'clf__max_depth': 11, 'clf__learning_rate': 0.010515570932743027, 'clf__subsample': 0.7702119102667606, 'clf__colsample_bytree': 0.7772401428161785, 'clf__min_child_weight': 8, 'clf__gamma': 1.446065207672011, 'clf__reg_alpha': 0.8614206348746026, 'clf__reg_lambda': 1.1221292349021925}"
73,XGB,33,33,0.3649,0.0,0.0,0.0,0.2673,0.3031,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 130, 'clf__max_depth': 12, 'clf__learning_rate': 0.019891718188995537, 'clf__subsample': 0.8461820450716812, 'clf__colsample_bytree': 0.6129224143961238, 'clf__min_child_weight': 6, 'clf__gamma': 3.315390040584887, 'clf__reg_alpha': 1.9976564473602694, 'clf__reg_lambda': 1.1525327804479257}"
74,XGB,34,34,0.8,0.0,0.0,0.0,0.4444,0.674,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 136, 'clf__max_depth': 11, 'clf__learning_rate': 0.01213803277672128, 'clf__subsample': 0.863460971686225, 'clf__colsample_bytree': 0.6456837944783226, 'clf__min_child_weight': 6, 'clf__gamma': 2.006493786531877, 'clf__reg_alpha': 1.8419140238753084, 'clf__reg_lambda': 0.4298256511978581}"
75,XGB,35,35,0.2772,0.1609,1.0,0.0875,0.2631,0.3161,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 77, 'clf__max_depth': 4, 'clf__learning_rate': 0.02691151511325259, 'clf__subsample': 0.6181979627119676, 'clf__colsample_bytree': 0.6390753535139161, 'clf__min_child_weight': 10, 'clf__gamma': 3.140254909591268, 'clf__reg_alpha': 1.8772305443340618, 'clf__reg_lambda': 0.7271105515833183}"
76,XGB,36,36,0.6344,0.7167,0.5584,1.0,0.6008,0.9367,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 202, 'clf__max_depth': 8, 'clf__learning_rate': 0.011612958788453172, 'clf__subsample': 0.7400809170827883, 'clf__colsample_bytree': 0.8047298968411014, 'clf__min_child_weight': 4, 'clf__gamma': 4.605285995487339, 'clf__reg_alpha': 1.9164624785985207, 'clf__reg_lambda': 1.5737547250826869}"
77,XGB,37,37,0.6168,0.7007,0.5517,0.96,0.5841,0.7933,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 220, 'clf__max_depth': 10, 'clf__learning_rate': 0.01487542237554981, 'clf__subsample': 0.6372817934031731, 'clf__colsample_bytree': 0.7633317666143609, 'clf__min_child_weight': 9, 'clf__gamma': 4.499648488205136, 'clf__reg_alpha': 0.8343185763523968, 'clf__reg_lambda': 1.5114741521503237}"
78,XGB,38,38,0.9242,0.9451,0.8958,1.0,0.9116,0.9221,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 86, 'clf__max_depth': 3, 'clf__learning_rate': 0.020277323659961793, 'clf__subsample': 0.7082460256240615, 'clf__colsample_bytree': 0.7845117355998448, 'clf__min_child_weight': 1, 'clf__gamma': 0.24182105857807693, 'clf__reg_alpha': 0.6734619542849852, 'clf__reg_lambda': 1.7150913742123113}"
79,XGB,39,39,0.7759,0.8434,0.8333,0.8537,0.7247,0.7446,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 69, 'clf__max_depth': 6, 'clf__learning_rate': 0.030192989389966018, 'clf__subsample': 0.9576962354419698, 'clf__colsample_bytree': 0.6067615523479983, 'clf__min_child_weight': 5, 'clf__gamma': 1.753166184103644, 'clf__reg_alpha': 1.1511907281761555, 'clf__reg_lambda': 0.24980032773735059}"
80,XGB,40,40,0.9082,0.5538,0.6429,0.4865,0.7513,0.9159,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 91, 'clf__max_depth': 10, 'clf__learning_rate': 0.01402469504072478, 'clf__subsample': 0.6388825506960638, 'clf__colsample_bytree': 0.6526313733921281, 'clf__min_child_weight': 9, 'clf__gamma': 3.93364359537441, 'clf__reg_alpha': 0.8533824581145211, 'clf__reg_lambda': 1.4024413387428516}"
81,XGB,41,41,0.6406,0.7527,0.6364,0.9211,0.5478,0.7621,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 128, 'clf__max_depth': 12, 'clf__learning_rate': 0.015972376243326262, 'clf__subsample': 0.6019896562758476, 'clf__colsample_bytree': 0.7491782589290408, 'clf__min_child_weight': 7, 'clf__gamma': 3.132394567758081, 'clf__reg_alpha': 1.6699618017259374, 'clf__reg_lambda': 0.6686448055927942}"
82,DT,1,1,0.7105,0.6857,0.8571,0.5714,0.7087,0.75,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 9, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
83,DT,2,2,0.6379,0.6557,0.4878,1.0,0.637,0.7237,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
84,DT,3,3,0.75,0.6032,0.5278,0.7037,0.7103,0.8237,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 13, 'clf__min_samples_leaf': 1, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': None}"
85,DT,4,4,0.764,0.7407,0.7692,0.7143,0.7621,0.8336,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}"
86,DT,5,5,0.7455,0.7812,0.8333,0.7353,0.7385,0.785,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 3, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}"
87,DT,6,6,0.641,0.3,0.4091,0.2368,0.5293,0.6694,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 15, 'clf__min_samples_leaf': 4, 'clf__max_features': 'log2', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
88,DT,7,7,0.8356,0.8235,0.8235,0.8235,0.8348,0.8326,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 15, 'clf__min_samples_leaf': 2, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
89,DT,8,8,0.7353,0.8043,0.6727,1.0,0.6976,0.7097,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 3, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 8, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': 'balanced'}"
90,DT,9,9,0.8346,0.8786,0.7835,1.0,0.8097,0.855,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 15, 'clf__min_samples_leaf': 1, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}"
91,DT,10,10,0.7333,0.7812,0.7042,0.8772,0.7199,0.6893,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 3, 'clf__max_features': 'log2', 'clf__splitter': 'random', 'clf__class_weight': None}"
92,DT,11,11,0.5933,0.3441,0.381,0.3137,0.5247,0.5636,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 8, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}"
93,DT,12,12,0.4574,0.2553,0.2927,0.2264,0.4142,0.4073,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': None}"
94,DT,13,13,0.65,0.6889,0.5536,0.9118,0.6444,0.7503,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 9, 'clf__max_features': 'log2', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
95,DT,14,14,0.6832,0.7576,0.6757,0.8621,0.6502,0.7033,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}"
96,DT,15,15,0.766,0.8493,1.0,0.7381,0.6628,0.869,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 15, 'clf__min_samples_leaf': 5, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': None}"
97,DT,16,16,0.871,0.9167,0.8627,0.9778,0.8155,0.783,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 1, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': None}"
98,DT,17,17,0.6667,0.7123,0.6341,0.8125,0.6581,0.6512,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 15, 'clf__min_samples_leaf': 10, 'clf__max_features': 'log2', 'clf__splitter': 'best', 'clf__class_weight': None}"
99,DT,18,18,0.9,0.8101,0.6809,1.0,0.8711,0.9364,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 1, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 2, 'clf__max_features': 'log2', 'clf__splitter': 'best', 'clf__class_weight': None}"
100,DT,19,19,0.6364,0.5833,0.4118,1.0,0.6304,0.7561,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}"
101,DT,20,20,0.566,0.566,0.5556,0.5769,0.566,0.5556,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 13, 'clf__min_samples_leaf': 5, 'clf__max_features': 'log2', 'clf__splitter': 'random', 'clf__class_weight': None}"
102,DT,21,21,0.7241,0.7333,0.5789,1.0,0.7238,0.8889,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 4, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}"
103,DT,22,22,0.7045,0.5517,0.3871,0.96,0.6657,0.8379,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}"
104,DT,23,23,0.9103,0.9412,0.9032,0.9825,0.876,0.8492,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 6, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': None}"
105,DT,24,24,0.7158,0.597,0.5714,0.625,0.6888,0.7676,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 13, 'clf__min_samples_leaf': 1, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': None}"
106,DT,25,25,0.8712,0.8381,0.9778,0.7333,0.8656,0.8597,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 9, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
107,DT,26,26,0.8868,0.76,0.6333,0.95,0.843,0.911,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 9, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
108,DT,27,27,0.6484,0.5549,0.384,1.0,0.6322,0.7749,91,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 4, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
109,DT,28,28,0.8169,0.8539,0.8261,0.8837,0.8043,0.8854,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 6, 'clf__min_samples_leaf': 5, 'clf__max_features': 'log2', 'clf__splitter': 'random', 'clf__class_weight': 'balanced'}"
110,DT,29,29,0.6429,0.7059,0.7059,0.7059,0.6257,0.6257,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 1, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': None}"
111,DT,30,30,0.5385,0.6327,0.8857,0.4921,0.506,0.6127,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 3, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}"
112,DT,31,31,0.7683,0.6415,0.5667,0.7391,0.7352,0.7447,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 5, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}"
113,DT,32,32,0.3333,0.4643,0.3023,1.0,0.291,0.7812,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
114,DT,33,33,0.3514,0.2,0.2069,0.1935,0.3273,0.2899,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': None}"
115,DT,34,34,0.5667,0.4348,0.2778,1.0,0.5417,0.74,40,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 9, 'clf__max_features': 'log2', 'clf__splitter': 'random', 'clf__class_weight': None}"
116,DT,35,35,0.3267,0.4237,0.6579,0.3125,0.3071,0.3467,51,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 13, 'clf__min_samples_leaf': 3, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': 'balanced'}"
117,DT,36,36,0.6667,0.735,0.5811,1.0,0.6429,0.69,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 5, 'clf__max_features': 'log2', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}"
118,DT,37,37,0.5981,0.6993,0.5376,1.0,0.5468,0.7556,10,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 3, 'clf__min_samples_split': 6, 'clf__min_samples_leaf': 6, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}"
119,DT,38,38,0.8788,0.907,0.907,0.907,0.8665,0.8928,71,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 4, 'clf__min_samples_split': 13, 'clf__min_samples_leaf': 4, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}"
120,DT,39,39,0.7069,0.7671,0.875,0.6829,0.6859,0.7518,30,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': None}"
121,DT,40,40,0.8797,0.3871,0.48,0.3243,0.6602,0.7006,all,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 2, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}"
122,DT,41,41,0.6719,0.7692,0.6604,0.9211,0.6008,0.7019,20,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': None}"
123,RF,MEAN,ALL,0.6979,0.6431,0.6429,0.7346,0.6626,0.8117,N/A,N/A
124,RF,STD,ALL,0.1638,0.2289,0.2454,0.3012,0.1666,0.1773,N/A,N/A
125,XGB,MEAN,ALL,0.6927,0.6069,0.6589,0.6502,0.6472,0.7872,N/A,N/A
126,XGB,STD,ALL,0.1457,0.2308,0.2453,0.3071,0.1513,0.1754,N/A,N/A
127,DT,MEAN,ALL,0.6923,0.6618,0.6298,0.7682,0.6591,0.7331,N/A,N/A
128,DT,STD,ALL,0.1476,0.1868,0.2066,0.2532,0.1483,0.1429,N/A,N/A
